"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GPS_US_PATH2198_R1","GPS_US_PATH2202_R1","GPS_US_PATH2210_R1","GPS_US_PATH2228_R1","GPS_US_PATH2234_R1","GPS_US_PATH2242_R1","GPS_US_PATH2248_R1","GPS_US_PATH2249_R1","GPS_US_PATH2250_R1","GPS_US_PATH2255_R1","GPS_US_PATH2268_R1","GPS_US_PATH2274_R1","GPS_US_PATH2296_R1","GPS_US_PATH2298_R1","GPS_US_PATH2307_R1","GPS_US_PATH3382_R1","GPS_US_PATH5902_R1","GPS_US_PATH5908_R1","GPS_US_PATH5912_R1","GPS_US_PATH5916_R1","GPS_US_PATH5924_R1","GPS_US_PATH5938_R1","PATH2203","PATH2207","PATH2211","PATH2215","PATH2218","PATH2220","PATH2225","PATH2226","PATH2229","PATH2230","PATH2231","PATH2233","PATH2239","PATH2240","PATH2251","PATH2253","PATH2256","PATH2261","PATH2262","PATH2263","PATH2264","PATH2265","PATH2267","PATH2272","PATH2279","PATH2280","PATH2281","PATH2285","PATH2290","PATH2294","PATH2295","PATH2297","PATH2300","PATH2311","PATH2313","PATH3356","PATH3359","PATH3360","PATH3366","PATH3370","PATH3375","PATH3379","PATH3383","PATH5904","PATH5906","PATH5907","PATH5909","PATH5915","PATH5922","PATH5923","PATH5926","PATH5930","PATH5931","PATH5934","PATH5935","PATH5941","PATH5942","PATH5944","PATH5946","PATH5947","PATH5950","PATH5952","PATH5953","PATH5960"
"group_1139","","addiction module antitoxin, RelB/DinJ family","86","86","1","1","370","","","","200","263","261","19084_7#73_00250","19084_7#74_00993","19084_7#75_02106","19084_7#77_00221","19084_7#78_00031","19084_7#80_00362","19084_7#85_00454","19084_7#86_01082","19084_7#87_00381","19084_7#88_00586","19084_7#89_02185","19084_7#93_02185","19084_7#95_00251","19084_7#96_00290","19084_7#98_02159","19084_8#46_00571","19084_8#106_00202","19084_8#107_01219","19084_8#109_00451","19084_8#110_00058","19084_8#111_02100","19084_8#113_00250","11657_8#36_01424","11657_8#39_02091","11679_1#60_00163","11658_2#46_01824","11679_1#63_00055","11658_2#44_01238","11658_2#39_00586","11511_8#64_02141","11511_8#66_01293","11658_2#38_00956","11658_2#37_01222","11511_8#67_00636","11657_8#42_00432","11658_2#33_00232","11511_8#69_00145","11679_1#70_00097","11658_2#28_01308","11657_4#76_02076","11658_2#27_00251","11511_8#71_00583","11657_4#77_02111","11511_8#72_00178","11657_4#78_02054","11658_2#24_00147","11822_8#80_00018","11679_1#73_02108","11658_2#23_00914","11679_1#75_01680","11657_4#83_01783","11658_2#19_00201","11657_4#85_00461","11679_1#79_02117","11657_4#86_02023","11658_2#12_00127","11658_2#11_00490","11679_1#82_02075","11657_8#46_00186","11511_8#81_00341","11893_8#29_00289","11679_1#89_01189","11658_8#9_00288","11657_4#90_01332","11658_2#5_00905","11679_1#93_00608","11657_8#52_02066","11658_8#11_00055","11658_2#4_00727","11511_8#89_00231","11679_1#94_00357","11679_1#95_00610","11657_8#56_00567","11511_8#92_02041","11511_8#93_01944","11657_4#95_00408","13154_2#34_00244","12291_1#1_00019","12291_1#2_02051","12291_1#4_00193","12291_1#6_01884","12291_1#7_00142","12838_1#61_00142","12291_1#12_00354","12291_1#13_00404","12291_1#20_01009"
"group_1141","yidA_1","Cof family protein","86","86","1","1","355","","","","134","812","804","19084_7#73_00261","19084_7#74_00982","19084_7#75_02117","19084_7#77_00210","19084_7#78_00020","19084_7#80_00351","19084_7#85_00443","19084_7#86_01071","19084_7#87_00370","19084_7#88_00597","19084_7#89_02174","19084_7#93_02174","19084_7#95_00262","19084_7#96_00301","19084_7#98_02170","19084_8#46_00560","19084_8#106_00213","19084_8#107_01207","19084_8#109_00462","19084_8#110_00047","19084_8#111_01722","19084_8#113_00239","11657_8#36_01413","11657_8#39_02080","11679_1#60_00152","11658_2#46_01813","11679_1#63_00044","11658_2#44_01227","11658_2#39_00597","11511_8#64_02130","11511_8#66_01282","11658_2#38_00945","11658_2#37_01211","11511_8#67_00625","11657_8#42_00421","11658_2#33_00221","11511_8#69_00134","11679_1#70_00086","11658_2#28_01319","11657_4#76_02087","11658_2#27_00262","11511_8#71_00572","11657_4#77_02100","11511_8#72_00189","11657_4#78_02065","11658_2#24_00136","11822_8#80_00007","11679_1#73_02119","11658_2#23_01818","11679_1#75_01691","11657_4#83_01794","11658_2#19_00190","11657_4#85_00472","11679_1#79_02106","11657_4#86_02034","11658_2#12_00138","11658_2#11_00501","11679_1#82_02064","11657_8#46_00197","11511_8#81_00352","11893_8#29_00278","11679_1#89_01200","11658_8#9_00277","11657_4#90_01321","11658_2#5_00894","11679_1#93_00619","11657_8#52_02077","11658_8#11_00044","11658_2#4_00738","11511_8#89_00242","11679_1#94_00346","11679_1#95_00621","11657_8#56_00578","11511_8#92_02052","11511_8#93_01933","11657_4#95_00419","13154_2#34_00255","12291_1#1_00031","12291_1#2_02062","12291_1#4_00204","12291_1#6_01873","12291_1#7_00153","12838_1#61_00131","12291_1#12_00365","12291_1#13_00393","12291_1#20_00998"
"group_1142","","topology modulation protein","86","86","1","1","3943","","","","296","524","520","19084_7#73_00320","19084_7#74_00659","19084_7#75_02089","19084_7#77_02087","19084_7#78_00306","19084_7#80_00028","19084_7#85_01779","19084_7#86_00170","19084_7#87_00164","19084_7#88_00163","19084_7#89_02152","19084_7#93_02152","19084_7#95_00860","19084_7#96_01869","19084_7#98_00833","19084_8#46_00530","19084_8#106_00692","19084_8#107_00695","19084_8#109_02009","19084_8#110_02055","19084_8#111_00662","19084_8#113_00658","11657_8#36_02015","11657_8#39_02026","11679_1#60_00524","11658_2#46_02117","11679_1#63_01991","11658_2#44_00921","11658_2#39_01944","11511_8#64_02110","11511_8#66_00618","11658_2#38_02169","11658_2#37_02015","11511_8#67_01971","11657_8#42_00169","11658_2#33_02005","11511_8#69_00686","11679_1#70_00783","11658_2#28_02032","11657_4#76_01627","11658_2#27_01907","11511_8#71_01844","11657_4#77_01793","11511_8#72_01305","11657_4#78_01743","11658_2#24_01882","11822_8#80_02056","11679_1#73_02060","11658_2#23_02083","11679_1#75_01779","11657_4#83_02154","11658_2#19_02002","11657_4#85_01470","11679_1#79_02057","11657_4#86_01838","11658_2#12_01880","11658_2#11_01290","11679_1#82_02010","11657_8#46_01896","11511_8#81_01641","11893_8#29_00934","11679_1#89_02056","11658_8#9_00565","11657_4#90_00431","11658_2#5_00426","11679_1#93_02088","11657_8#52_01344","11658_8#11_01367","11658_2#4_01949","11511_8#89_00562","11679_1#94_01886","11679_1#95_01779","11657_8#56_00551","11511_8#92_02021","11511_8#93_02062","11657_4#95_01959","13154_2#34_00681","12291_1#1_01517","12291_1#2_02003","12291_1#4_02005","12291_1#6_01904","12291_1#7_01960","12838_1#61_01788","12291_1#12_01859","12291_1#13_02119","12291_1#20_01094"
"glnH","","ABC transporter substrate-binding lipoprotein","86","86","1","1","2593","","","","782","824","814","19084_7#73_00576","19084_7#74_00332","19084_7#75_00522","19084_7#77_00955","19084_7#78_00912","19084_7#80_01630","19084_7#85_00947","19084_7#86_01271","19084_7#87_00795","19084_7#88_00715","19084_7#89_00162","19084_7#93_00519","19084_7#95_01131","19084_7#96_01434","19084_7#98_00312","19084_8#46_00904","19084_8#106_00826","19084_8#107_00422","19084_8#109_00806","19084_8#110_00854","19084_8#111_01776","19084_8#113_00967","11657_8#36_00411","11657_8#39_00160","11679_1#60_00659","11658_2#46_01476","11679_1#63_01318","11658_2#44_00843","11658_2#39_00109","11511_8#64_00135","11511_8#66_00879","11658_2#38_00404","11658_2#37_00034","11511_8#67_00461","11657_8#42_00822","11658_2#33_01679","11511_8#69_01226","11679_1#70_01733","11658_2#28_00508","11657_4#76_00136","11658_2#27_01785","11511_8#71_00106","11657_4#77_00784","11511_8#72_00521","11657_4#78_00322","11658_2#24_00849","11822_8#80_00378","11679_1#73_00134","11658_2#23_00697","11679_1#75_00468","11657_4#83_00592","11658_2#19_01441","11657_4#85_00746","11679_1#79_00135","11657_4#86_00312","11658_2#12_00350","11658_2#11_00109","11679_1#82_00543","11657_8#46_01211","11511_8#81_00595","11893_8#29_01372","11679_1#89_00253","11658_8#9_00081","11657_4#90_00273","11658_2#5_01104","11679_1#93_00172","11657_8#52_00241","11658_8#11_01528","11658_2#4_01306","11511_8#89_01690","11679_1#94_01537","11679_1#95_00414","11657_8#56_01207","11511_8#92_00181","11511_8#93_00447","11657_4#95_01342","13154_2#34_01616","12291_1#1_00766","12291_1#2_00471","12291_1#4_00752","12291_1#6_00885","12291_1#7_01122","12838_1#61_01104","12291_1#12_01224","12291_1#13_00161","12291_1#20_00847"
"group_1147","","chorismate mutase/prephenate dehydratase","86","86","1","1","2728","","","","266","266","266","19084_7#73_00647","19084_7#74_00283","19084_7#75_00585","19084_7#77_00906","19084_7#78_00841","19084_7#80_00619","19084_7#85_00879","19084_7#86_01350","19084_7#87_00635","19084_7#88_00786","19084_7#89_00225","19084_7#93_00582","19084_7#95_02050","19084_7#96_00636","19084_7#98_01878","19084_8#46_00975","19084_8#106_01688","19084_8#107_00372","19084_8#109_00757","19084_8#110_00903","19084_8#111_00292","19084_8#113_01728","11657_8#36_00348","11657_8#39_00223","11679_1#60_01361","11658_2#46_00436","11679_1#63_01439","11658_2#44_01751","11658_2#39_02133","11511_8#64_00071","11511_8#66_01191","11658_2#38_00477","11658_2#37_00115","11511_8#67_01356","11657_8#42_01297","11658_2#33_00585","11511_8#69_01403","11679_1#70_01499","11658_2#28_00427","11657_4#76_00071","11658_2#27_01252","11511_8#71_02182","11657_4#77_00721","11511_8#72_00597","11657_4#78_00387","11658_2#24_00743","11822_8#80_00441","11679_1#73_00071","11658_2#23_00791","11679_1#75_00531","11657_4#83_00518","11658_2#19_01324","11657_4#85_01260","11679_1#79_00072","11657_4#86_01418","11658_2#12_01045","11658_2#11_00184","11679_1#82_00606","11657_8#46_01615","11511_8#81_01469","11893_8#29_00640","11679_1#89_01850","11658_8#9_01092","11657_4#90_00321","11658_2#5_01192","11679_1#93_00098","11657_8#52_00304","11658_8#11_01974","11658_2#4_01341","11511_8#89_01641","11679_1#94_00807","11679_1#95_01542","11657_8#56_01920","11511_8#92_00244","11511_8#93_00623","11657_4#95_01100","13154_2#34_01086","12291_1#1_02109","12291_1#2_00407","12291_1#4_00703","12291_1#6_01075","12291_1#7_00970","12838_1#61_00836","12291_1#12_01354","12291_1#13_00112","12291_1#20_00621"
"leuD","","3-isopropylmalate dehydratase small subunit","86","86","1","1","2779","","","","197","359","338","19084_7#73_00690","19084_7#74_00241","19084_7#75_00627","19084_7#77_00865","19084_7#78_00798","19084_7#80_01390","19084_7#85_00837","19084_7#86_01549","19084_7#87_00678","19084_7#88_00829","19084_7#89_00267","19084_7#93_00624","19084_7#95_02007","19084_7#96_00594","19084_7#98_01772","19084_8#46_01018","19084_8#106_01647","19084_8#107_00329","19084_8#109_00716","19084_8#110_00944","19084_8#111_00250","19084_8#113_01687","11657_8#36_00306","11657_8#39_00265","11679_1#60_01404","11658_2#46_00478","11679_1#63_00761","11658_2#44_01322","11658_2#39_00763","11511_8#64_00029","11511_8#66_01232","11658_2#38_00518","11658_2#37_00154","11511_8#67_01402","11657_8#42_01340","11658_2#33_00626","11511_8#69_01364","11679_1#70_01542","11658_2#28_00384","11657_4#76_00029","11658_2#27_01295","11511_8#71_00473","11657_4#77_00679","11511_8#72_00643","11657_4#78_00429","11658_2#24_00702","11822_8#80_00483","11679_1#73_00029","11658_2#23_00833","11679_1#75_00573","11657_4#83_00476","11658_2#19_01365","11657_4#85_01306","11679_1#79_00030","11657_4#86_01376","11658_2#12_01086","11658_2#11_00230","11679_1#82_00648","11657_8#46_00297","11511_8#81_01511","11893_8#29_00601","11679_1#89_01377","11658_8#9_01135","11657_4#90_00363","11658_2#5_01237","11679_1#93_00057","11657_8#52_00347","11658_8#11_01833","11658_2#4_01384","11511_8#89_00637","11679_1#94_00761","11679_1#95_00798","11657_8#56_01446","11511_8#92_00286","11511_8#93_01450","11657_4#95_01141","13154_2#34_01131","12291_1#1_01343","12291_1#2_00365","12291_1#4_00662","12291_1#6_01029","12291_1#7_01011","12838_1#61_00792","12291_1#12_01312","12291_1#13_00072","12291_1#20_00581"
"smc","","chromosome condensation and segregation SMC protein","86","86","1","1","2785","","","","3539","3539","3539","19084_7#73_00697","19084_7#74_00234","19084_7#75_00634","19084_7#77_00857","19084_7#78_00791","19084_7#80_01383","19084_7#85_00830","19084_7#86_01542","19084_7#87_00685","19084_7#88_00836","19084_7#89_00274","19084_7#93_00631","19084_7#95_02000","19084_7#96_00587","19084_7#98_01765","19084_8#46_01025","19084_8#106_01640","19084_8#107_00321","19084_8#109_00708","19084_8#110_00952","19084_8#111_00243","19084_8#113_01679","11657_8#36_00299","11657_8#39_00272","11679_1#60_01411","11658_2#46_00485","11679_1#63_00768","11658_2#44_01329","11658_2#39_00755","11511_8#64_00022","11511_8#66_02054","11658_2#38_00526","11658_2#37_00161","11511_8#67_01410","11657_8#42_01347","11658_2#33_00634","11511_8#69_01357","11679_1#70_01549","11658_2#28_00377","11657_4#76_00022","11658_2#27_01303","11511_8#71_00465","11657_4#77_00672","11511_8#72_00651","11657_4#78_00436","11658_2#24_00694","11822_8#80_00490","11679_1#73_00022","11658_2#23_00841","11679_1#75_00580","11657_4#83_00468","11658_2#19_01373","11657_4#85_01314","11679_1#79_00023","11657_4#86_01369","11658_2#12_01094","11658_2#11_00237","11679_1#82_00655","11657_8#46_00304","11511_8#81_01518","11893_8#29_00594","11679_1#89_01370","11658_8#9_01142","11657_4#90_00371","11658_2#5_01245","11679_1#93_00049","11657_8#52_00354","11658_8#11_01840","11658_2#4_01391","11511_8#89_00644","11679_1#94_00753","11679_1#95_00791","11657_8#56_01453","11511_8#92_00293","11511_8#93_01458","11657_4#95_01149","13154_2#34_01139","12291_1#1_01335","12291_1#2_00358","12291_1#4_00654","12291_1#6_01022","12291_1#7_01019","12838_1#61_00784","12291_1#12_01304","12291_1#13_00065","12291_1#20_00574"
"mutM","","formamidopyrimidine-DNA glycosylase","86","86","1","1","3774","","","","824","857","826","19084_7#73_01107","19084_7#74_01599","19084_7#75_00816","19084_7#77_01710","19084_7#78_01239","19084_7#80_01979","19084_7#85_01641","19084_7#86_00029","19084_7#87_00030","19084_7#88_00030","19084_7#89_02018","19084_7#93_01802","19084_7#95_00729","19084_7#96_02020","19084_7#98_01478","19084_8#46_00142","19084_8#106_01952","19084_8#107_00180","19084_8#109_01215","19084_8#110_01313","19084_8#111_01151","19084_8#113_00520","11657_8#36_01854","11657_8#39_01889","11679_1#60_00811","11658_2#46_00673","11679_1#63_00472","11658_2#44_00962","11658_2#39_01189","11511_8#64_02068","11511_8#66_01123","11658_2#38_00822","11658_2#37_01111","11511_8#67_01016","11657_8#42_01751","11658_2#33_01334","11511_8#69_01599","11679_1#70_01144","11658_2#28_00690","11657_4#76_01835","11658_2#27_01551","11511_8#71_01520","11657_4#77_02030","11511_8#72_01170","11657_4#78_01908","11658_2#24_00975","11822_8#80_01976","11679_1#73_01939","11658_2#23_00539","11679_1#75_01966","11657_4#83_01979","11658_2#19_01512","11657_4#85_01785","11679_1#79_01909","11657_4#86_01933","11658_2#12_01322","11658_2#11_01453","11679_1#82_01952","11657_8#46_01090","11511_8#81_00027","11893_8#29_01298","11679_1#89_01868","11658_8#9_00963","11657_4#90_01071","11658_2#5_01692","11679_1#93_01013","11657_8#52_01555","11658_8#11_02030","11658_2#4_00435","11511_8#89_00423","11679_1#94_01676","11679_1#95_01139","11657_8#56_00785","11511_8#92_01600","11511_8#93_01168","11657_4#95_01388","13154_2#34_00554","12291_1#1_01815","12291_1#2_01607","12291_1#4_01400","12291_1#6_01625","12291_1#7_01214","12838_1#61_01417","12291_1#12_01047","12291_1#13_01435","12291_1#20_01368"
"ydaF_4","","acetyltransferase","86","86","1","1","3793","","","","311","569","552","19084_7#73_01124","19084_7#74_01616","19084_7#75_00832","19084_7#77_01693","19084_7#78_01256","19084_7#80_02165","19084_7#85_01657","19084_7#86_00045","19084_7#87_00047","19084_7#88_00047","19084_7#89_02034","19084_7#93_01818","19084_7#95_00745","19084_7#96_02036","19084_7#98_01462","19084_8#46_00159","19084_8#106_01968","19084_8#107_00196","19084_8#109_01232","19084_8#110_01330","19084_8#111_01167","19084_8#113_00536","11657_8#36_01838","11657_8#39_01873","11679_1#60_00795","11658_2#46_00657","11679_1#63_02157","11658_2#44_00978","11658_2#39_01205","11511_8#64_02052","11511_8#66_01107","11658_2#38_00838","11658_2#37_01095","11511_8#67_01032","11657_8#42_01735","11658_2#33_01350","11511_8#69_01583","11679_1#70_01160","11658_2#28_00706","11657_4#76_01851","11658_2#27_01534","11511_8#71_01504","11657_4#77_02046","11511_8#72_01186","11657_4#78_01892","11658_2#24_00992","11822_8#80_01960","11679_1#73_01923","11658_2#23_00556","11679_1#75_01982","11657_4#83_01963","11658_2#19_01495","11657_4#85_01769","11679_1#79_01925","11657_4#86_01949","11658_2#12_01338","11658_2#11_01470","11679_1#82_01968","11657_8#46_02142","11511_8#81_00011","11893_8#29_01282","11679_1#89_00011","11658_8#9_00979","11657_4#90_01055","11658_2#5_01709","11679_1#93_00996","11657_8#52_01571","11658_8#11_01094","11658_2#4_00452","11511_8#89_00439","11679_1#94_01692","11679_1#95_01830","11657_8#56_01930","11511_8#92_01616","11511_8#93_01185","11657_4#95_01405","13154_2#34_00570","12291_1#1_01832","12291_1#2_01591","12291_1#4_01383","12291_1#6_01609","12291_1#7_01197","12838_1#61_01433","12291_1#12_01063","12291_1#13_01451","12291_1#20_01384"
"lytB_4","","choline binding protein E CbpE","86","86","1","1","3818","","","","992","1895","1873","19084_7#73_01146","19084_7#74_01638","19084_7#75_01877","19084_7#77_01675","19084_7#78_01278","19084_7#80_01249","19084_7#85_01679","19084_7#86_00071","19084_7#87_00069","19084_7#88_00069","19084_7#89_02057","19084_7#93_02014","19084_7#95_00763","19084_7#96_02058","19084_7#98_01437","19084_8#46_00181","19084_8#106_01982","19084_8#107_00219","19084_8#109_01250","19084_8#110_01348","19084_8#111_01189","19084_8#113_00558","11657_8#36_00534","11657_8#39_01753","11679_1#60_00777","11658_2#46_00633","11679_1#63_02016","11658_2#44_00998","11658_2#39_01227","11511_8#64_01904","11511_8#66_01084","11658_2#38_01046","11658_2#37_01075","11511_8#67_01050","11657_8#42_01717","11658_2#33_01832","11511_8#69_01565","11679_1#70_01178","11658_2#28_00728","11657_4#76_01695","11658_2#27_01511","11511_8#71_00226","11657_4#77_00904","11511_8#72_01211","11657_4#78_00537","11658_2#24_01010","11822_8#80_01814","11679_1#73_01358","11658_2#23_00578","11679_1#75_02073","11657_4#83_00887","11658_2#19_01477","11657_4#85_01881","11679_1#79_01863","11657_4#86_01750","11658_2#12_01539","11658_2#11_01495","11679_1#82_01906","11657_8#46_01965","11511_8#81_02093","11893_8#29_01264","11679_1#89_00036","11658_8#9_00997","11657_4#90_01032","11658_2#5_01727","11679_1#93_00971","11657_8#52_01888","11658_8#11_02084","11658_2#4_00474","11511_8#89_00464","11679_1#94_01710","11679_1#95_01808","11657_8#56_01818","11511_8#92_01881","11511_8#93_01209","11657_4#95_01423","13154_2#34_00588","12291_1#1_01856","12291_1#2_01572","12291_1#4_01365","12291_1#6_01458","12291_1#7_01179","12838_1#61_01456","12291_1#12_01369","12291_1#13_01475","12291_1#20_01406"
"group_1174","","hypothetical protein","86","86","1","1","3857","","","","251","311","304","19084_7#73_01174","19084_7#74_01666","19084_7#75_01631","19084_7#77_00830","19084_7#78_01306","19084_7#80_01275","19084_7#85_01707","19084_7#86_00099","19084_7#87_00097","19084_7#88_00097","19084_7#89_01875","19084_7#93_00705","19084_7#95_00790","19084_7#96_01806","19084_7#98_01410","19084_8#46_00209","19084_8#106_02010","19084_8#107_00246","19084_8#109_02088","19084_8#110_02153","19084_8#111_01216","19084_8#113_00586","11657_8#36_01428","11657_8#39_01730","11679_1#60_00597","11658_2#46_00605","11679_1#63_01532","11658_2#44_01931","11658_2#39_01504","11511_8#64_01880","11511_8#66_01057","11658_2#38_01073","11658_2#37_01048","11511_8#67_01078","11657_8#42_02040","11658_2#33_01857","11511_8#69_01538","11679_1#70_01205","11658_2#28_00755","11657_4#76_01588","11658_2#27_01762","11511_8#71_00252","11657_4#77_02136","11511_8#72_01238","11657_4#78_00510","11658_2#24_02050","11822_8#80_01708","11679_1#73_01704","11658_2#23_00604","11679_1#75_01818","11657_4#83_00860","11658_2#19_02106","11657_4#85_01662","11679_1#79_01439","11657_4#86_01726","11658_2#12_00430","11658_2#11_01694","11679_1#82_01843","11657_8#46_01737","11511_8#81_01578","11893_8#29_01872","11679_1#89_02025","11658_8#9_00494","11657_4#90_01460","11658_2#5_00388","11679_1#93_00944","11657_8#52_01691","11658_8#11_01203","11658_2#4_00500","11511_8#89_00491","11679_1#94_01161","11679_1#95_01728","11657_8#56_01538","11511_8#92_01824","11511_8#93_01235","11657_4#95_02101","13154_2#34_00614","12291_1#1_01998","12291_1#2_01235","12291_1#4_02114","12291_1#6_01484","12291_1#7_02108","12838_1#61_01935","12291_1#12_01396","12291_1#13_02021","12291_1#20_01026"
"iscS_1","","class-V aminotransferase","86","86","1","1","3887","","","","1142","1202","1167","19084_7#73_01194","19084_7#74_01686","19084_7#75_01649","19084_7#77_01833","19084_7#78_01326","19084_7#80_01297","19084_7#85_01729","19084_7#86_00119","19084_7#87_00117","19084_7#88_00114","19084_7#89_01895","19084_7#93_00686","19084_7#95_00807","19084_7#96_01823","19084_7#98_01082","19084_8#46_00233","19084_8#106_00740","19084_8#107_00644","19084_8#109_01794","19084_8#110_01919","19084_8#111_02073","19084_8#113_00608","11657_8#36_01446","11657_8#39_01716","11679_1#60_00577","11658_2#46_00585","11679_1#63_01510","11658_2#44_01911","11658_2#39_01483","11511_8#64_01864","11511_8#66_01651","11658_2#38_01093","11658_2#37_00526","11511_8#67_01100","11657_8#42_01954","11658_2#33_01626","11511_8#69_02087","11679_1#70_01221","11658_2#28_00772","11657_4#76_01570","11658_2#27_01741","11511_8#71_00273","11657_4#77_01973","11511_8#72_01258","11657_4#78_00491","11658_2#24_00655","11822_8#80_01725","11679_1#73_01722","11658_2#23_00620","11679_1#75_01832","11657_4#83_00844","11658_2#19_01261","11657_4#85_01643","11679_1#79_01456","11657_4#86_01712","11658_2#12_00447","11658_2#11_01673","11679_1#82_01826","11657_8#46_01824","11511_8#81_01595","11893_8#29_02064","11679_1#89_01947","11658_8#9_00511","11657_4#90_01475","11658_2#5_02021","11679_1#93_00924","11657_8#52_01673","11658_8#11_01223","11658_2#4_00516","11511_8#89_00511","11679_1#94_01140","11679_1#95_01670","11657_8#56_01517","11511_8#92_01838","11511_8#93_01252","11657_4#95_01037","13154_2#34_00634","12291_1#1_01565","12291_1#2_01217","12291_1#4_01193","12291_1#6_00007","12291_1#7_00907","12838_1#61_01226","12291_1#12_01418","12291_1#13_01992","12291_1#20_01047"
"group_1185","","chromosome replication initiation protein/membrane attachment protein","86","86","1","1","2241","","","","1169","1169","1169","19084_7#73_01272","19084_7#74_00617","19084_7#75_00182","19084_7#77_00482","19084_7#78_01151","19084_7#80_01405","19084_7#85_01239","19084_7#86_00752","19084_7#87_01094","19084_7#88_00997","19084_7#89_00611","19084_7#93_00182","19084_7#95_01716","19084_7#96_01128","19084_7#98_00069","19084_8#46_01674","19084_8#106_01322","19084_8#107_01680","19084_8#109_00192","19084_8#110_00401","19084_8#111_00513","19084_8#113_01263","11657_8#36_00097","11657_8#39_00670","11679_1#60_01028","11658_2#46_01186","11679_1#63_00329","11658_2#44_00501","11658_2#39_00910","11511_8#64_00390","11511_8#66_00296","11658_2#38_01936","11658_2#37_00764","11511_8#67_00177","11657_8#42_00587","11658_2#33_01006","11511_8#69_01082","11679_1#70_00313","11658_2#28_00268","11657_4#76_00394","11658_2#27_00793","11511_8#71_00712","11657_4#77_00471","11511_8#72_01042","11657_4#78_00891","11658_2#24_00766","11822_8#80_00583","11679_1#73_00757","11658_2#23_00212","11679_1#75_00783","11657_4#83_00022","11658_2#19_00463","11657_4#85_00184","11679_1#79_00485","11657_4#86_00180","11658_2#12_01483","11658_2#11_01129","11679_1#82_00856","11657_8#46_00650","11511_8#81_01137","11893_8#29_00135","11679_1#89_00774","11658_8#9_01366","11657_4#90_00090","11658_2#5_00179","11679_1#93_01826","11657_8#52_00471","11658_8#11_00467","11658_2#4_00896","11511_8#89_01163","11679_1#94_00260","11679_1#95_00283","11657_8#56_02004","11511_8#92_00737","11511_8#93_00938","11657_4#95_00148","13154_2#34_00765","12291_1#1_00464","12291_1#2_00181","12291_1#4_00320","12291_1#6_00255","12291_1#7_00548","12838_1#61_00475","12291_1#12_00291","12291_1#13_01135","12291_1#20_01743"
