"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GPS_NP_0007","GPS_NP_0011","GPS_NP_0012","GPS_NP_0014","GPS_NP_0022","GPS_NP_0032","GPS_NP_0034","GPS_NP_0045","GPS_NP_0055","GPS_NP_0064","GPS_NP_1068","GPS_NP_1179","GPS_NP_1229","GPS_NP_1248","GPS_NP_1253","GPS_NP_1362","GPS_NP_1367","GPS_NP_1378","GPS_NP_1381","GPS_NP_2025","GPS_NP_2111","GPS_NP_2394","GPS_NP_2454","GPS_NP_2513","GPS_NP_2560","GPS_NP_4001","GPS_NP_4027","GPS_NP_4038","GPS_NP_4057","GPS_NP_4071","GPS_NP_4073","GPS_NP_4109","GPS_NP_4122","GPS_NP_4137","GPS_NP_4141","GPS_NP_4161","GPS_NP_4176","GPS_NP_4179","GPS_NP_6036","GPS_NP_6094","GPS_NP_6181","GPS_NP_6305","GPS_NP_6396","GPS_NP_6555","GPS_NP_6623","GPS_NP_6701","GPS_NP_6741","GPS_NP_6855","GPS_NP_6976","GPS_NP_8017","GPS_NP_8019","GPS_NP_8024","GPS_NP_8036","GPS_NP_8042","GPS_NP_8052","GPS_NP_8081","GPS_NP_8088","GPS_NP_8101","GPS_NP_8104","GPS_NP_8105","GPS_NP_8108","GPS_NP_8113","GPS_NP_8142","GPS_NP_8146","GPS_NP_8167","GPS_NP_8174","GPS_NP_8178","GPS_NP_8182","GPS_NP_8185","GPS_NP_8190","GPS_NP_8224","GPS_NP_8227","GPS_NP_8230","GPS_NP_8235","GPS_NP_8244","GPS_NP_8265","GPS_NP_8274","GPS_NP_8278","GPS_NP_9018","GPS_NP_9025","GPS_NP_9027","GPS_NP_9038","GPS_NP_9044","GPS_NP_9062","GPS_NP_9067","GPS_NP_9073","GPS_NP_9080","GPS_NP_9087","GPS_NP_9094","GPS_NP_9095","GPS_NP_9121","GPS_NP_9135","GPS_NP_9141","GPS_NP_9149","GPS_NP_9151","GPS_NP_9153","GPS_NP_9154","GPS_NP_9157","GPS_NP_9161","GPS_NP_9170"
"spiR1","","regulatory protein, single domain response regulator","100","100","1","1","6058","","","","329","338","337","16288_3#7_01725","17138_5#50_00371","16288_7#10_00927","16288_7#12_01368","16288_7#20_01946","16288_3#12_01815","16288_3#14_01980","16288_8#60_01795","16288_3#34_01230","16288_3#43_01713","17138_5#56_00513","16288_7#55_01801","16288_7#74_00520","16288_7#82_01587","16288_7#83_00555","16288_8#40_01717","16288_8#44_01938","16288_8#47_01033","16288_8#50_01326","16288_3#71_02041","16288_3#81_01033","16288_3#54_02057","16288_4#43_01011","16288_4#49_01148","16288_4#52_01737","16288_4#59_00956","16288_4#69_01609","16288_4#73_00575","16288_4#83_01660","16288_5#5_00902","16288_5#46_01809","16288_5#19_01141","16288_5#23_01639","16288_5#31_00327","16288_5#33_00232","16288_5#40_01075","16288_5#44_01050","16288_5#45_01291","16288_5#54_01806","16288_5#60_00869","16288_5#75_02016","17138_5#13_01239","16288_6#15_01430","16288_6#30_01375","17138_5#31_00392","16288_6#49_01362","17138_5#34_01460","16288_6#73_01687","16288_8#64_01359","28832_1#91_00749","28832_1#9_00269","28832_1#113_01944","28832_1#125_00690","28832_1#324_01057","28832_1#160_01239","28832_1#245_02215","28832_1#116_01397","28832_1#145_01883","28832_1#229_00293","28832_1#253_00666","28832_1#340_00073","29102_1#74_02065","28832_1#265_00407","29102_1#189_01981","29102_1#200_01327","29102_1#43_00053","29102_1#185_01544","29102_1#270_00212","29102_1#14_00245","29102_1#144_01436","29102_1#133_00931","29102_1#217_00976","29102_1#290_00829","29102_1#108_00154","29102_1#320_02023","29102_1#183_00430","29102_1#125_01211","29102_1#186_01685","28832_1#134_00958","28832_1#278_02101","29102_1#101_00555","29102_1#97_00951","29102_1#41_01262","28832_1#223_01872","29102_1#213_02076","28832_1#189_01332","29102_1#71_00346","29102_1#57_00038","29102_1#230_00529","29102_1#209_01222","29102_1#227_01226","29102_1#33_00903","28832_1#280_00389","28832_1#162_01294","28832_1#332_00475","28832_1#273_00756","29102_1#167_00087","29102_1#90_00925","28832_1#157_02212","29102_1#54_00680"
"truC","","ribosomal large subunit pseudouridine synthase, RluD subfamily protein","100","100","1","1","3603","","","","836","902","871","16288_3#7_02091","17138_5#50_02173","16288_7#10_02064","16288_7#12_02069","16288_7#20_02164","16288_3#12_02149","16288_3#14_02171","16288_8#60_02002","16288_3#34_02086","16288_3#43_02027","17138_5#56_02130","16288_7#55_01985","16288_7#74_02111","16288_7#82_00004","16288_7#83_01797","16288_8#40_02154","16288_8#44_02163","16288_8#47_02076","16288_8#50_02058","16288_3#71_02092","16288_3#81_02007","16288_3#54_00462","16288_4#43_02171","16288_4#49_02103","16288_4#52_02087","16288_4#59_02066","16288_4#69_02056","16288_4#73_02088","16288_4#83_02000","16288_5#5_02140","16288_5#46_02155","16288_5#19_02133","16288_5#23_02141","16288_5#31_01815","16288_5#33_02047","16288_5#40_02101","16288_5#44_02069","16288_5#45_02189","16288_5#54_02205","16288_5#60_02157","16288_5#75_02184","17138_5#13_01879","16288_6#15_02096","16288_6#30_01921","17138_5#31_02025","16288_6#49_02068","17138_5#34_02305","16288_6#73_02004","16288_8#64_02024","28832_1#91_02128","28832_1#9_01817","28832_1#113_02043","28832_1#125_01748","28832_1#324_02247","28832_1#160_01337","28832_1#245_02225","28832_1#116_00728","28832_1#145_02070","28832_1#229_01953","28832_1#253_02165","28832_1#340_01922","29102_1#74_01901","28832_1#265_02135","29102_1#189_01761","29102_1#200_02052","29102_1#43_02133","29102_1#185_02150","29102_1#270_02204","29102_1#14_01783","29102_1#144_01954","29102_1#133_01607","29102_1#217_01929","29102_1#290_01923","29102_1#108_01912","29102_1#320_01886","29102_1#183_02113","29102_1#125_02038","29102_1#186_02186","28832_1#134_01962","28832_1#278_02168","29102_1#101_01946","29102_1#97_02100","29102_1#41_01875","28832_1#223_02030","29102_1#213_01932","28832_1#189_02144","29102_1#71_01844","29102_1#57_01916","29102_1#230_00983","29102_1#209_01962","29102_1#227_02179","29102_1#33_02029","28832_1#280_01694","28832_1#162_02108","28832_1#332_01965","28832_1#273_02059","29102_1#167_01828","29102_1#90_02180","28832_1#157_01500","29102_1#54_02069"
"ywnH","","acetyltransferase","100","100","1","1","4744","","","","392","428","424","16288_3#7_00098","17138_5#50_00390","16288_7#10_01158","16288_7#12_00069","16288_7#20_00417","16288_3#12_00076","16288_3#14_01481","16288_8#60_01407","16288_3#34_00599","16288_3#43_00835","17138_5#56_00065","16288_7#55_00714","16288_7#74_00539","16288_7#82_00381","16288_7#83_01735","16288_8#40_00076","16288_8#44_00163","16288_8#47_00139","16288_8#50_01573","16288_3#71_00422","16288_3#81_01232","16288_3#54_02176","16288_4#43_02190","16288_4#49_00638","16288_4#52_02125","16288_4#59_01398","16288_4#69_00381","16288_4#73_00878","16288_4#83_01343","16288_5#5_00129","16288_5#46_01230","16288_5#19_00696","16288_5#23_01955","16288_5#31_00921","16288_5#33_01626","16288_5#40_00823","16288_5#44_01657","16288_5#45_00862","16288_5#54_01345","16288_5#60_01259","16288_5#75_01480","17138_5#13_00333","16288_6#15_02148","16288_6#30_01961","17138_5#31_01257","16288_6#49_00603","17138_5#34_02251","16288_6#73_00961","16288_8#64_01036","28832_1#91_01186","28832_1#9_01095","28832_1#113_01205","28832_1#125_01080","28832_1#324_00871","28832_1#160_00728","28832_1#245_00415","28832_1#116_01037","28832_1#145_00752","28832_1#229_02066","28832_1#253_00023","28832_1#340_00759","29102_1#74_00327","28832_1#265_02278","29102_1#189_00974","29102_1#200_00245","29102_1#43_01633","29102_1#185_00367","29102_1#270_01755","29102_1#14_01558","29102_1#144_00281","29102_1#133_00023","29102_1#217_00725","29102_1#290_01267","29102_1#108_00724","29102_1#320_00862","29102_1#183_01186","29102_1#125_00337","29102_1#186_00685","28832_1#134_00001","28832_1#278_01470","29102_1#101_00979","29102_1#97_00075","29102_1#41_00327","28832_1#223_00755","29102_1#213_00906","28832_1#189_00070","29102_1#71_01910","29102_1#57_01646","29102_1#230_02190","29102_1#209_00354","29102_1#227_01423","29102_1#33_00578","28832_1#280_00814","28832_1#162_00396","28832_1#332_01179","28832_1#273_00050","29102_1#167_01747","29102_1#90_00714","28832_1#157_01665","29102_1#54_00575"
"rsmE","","16S ribosomal RNA methyltransferase RsmE","100","100","1","1","3301","","","","743","743","743","16288_3#7_00821","17138_5#50_01440","16288_7#10_00334","16288_7#12_01539","16288_7#20_00103","16288_3#12_01717","16288_3#14_01665","16288_8#60_00449","16288_3#34_00362","16288_3#43_00319","17138_5#56_01098","16288_7#55_00982","16288_7#74_00690","16288_7#82_00708","16288_7#83_01266","16288_8#40_01208","16288_8#44_01731","16288_8#47_01928","16288_8#50_00443","16288_3#71_00627","16288_3#81_00185","16288_3#54_01598","16288_4#43_00471","16288_4#49_00439","16288_4#52_00559","16288_4#59_01580","16288_4#69_00530","16288_4#73_00365","16288_4#83_01294","16288_5#5_00761","16288_5#46_00653","16288_5#19_00380","16288_5#23_00905","16288_5#31_01388","16288_5#33_00134","16288_5#40_00046","16288_5#44_00768","16288_5#45_00922","16288_5#54_00842","16288_5#60_00756","16288_5#75_00680","17138_5#13_00111","16288_6#15_00654","16288_6#30_01545","17138_5#31_00999","16288_6#49_00921","17138_5#34_01032","16288_6#73_00581","16288_8#64_00589","28832_1#91_00926","28832_1#9_00865","28832_1#113_01643","28832_1#125_01336","28832_1#324_00562","28832_1#160_01017","28832_1#245_00118","28832_1#116_01909","28832_1#145_01279","28832_1#229_00093","28832_1#253_01104","28832_1#340_00614","29102_1#74_00106","28832_1#265_00640","29102_1#189_00425","29102_1#200_01712","29102_1#43_00826","29102_1#185_00106","29102_1#270_00904","29102_1#14_00628","29102_1#144_01629","29102_1#133_01144","29102_1#217_01691","29102_1#290_00485","29102_1#108_01561","29102_1#320_01965","29102_1#183_01954","29102_1#125_00567","29102_1#186_01705","28832_1#134_00238","28832_1#278_00646","29102_1#101_00731","29102_1#97_00310","29102_1#41_00091","28832_1#223_00531","29102_1#213_01394","28832_1#189_01728","29102_1#71_01135","29102_1#57_01405","29102_1#230_01717","29102_1#209_00584","29102_1#227_00111","29102_1#33_00877","28832_1#280_00919","28832_1#162_00105","28832_1#332_01385","28832_1#273_02161","29102_1#167_01290","29102_1#90_00195","28832_1#157_02175","29102_1#54_01662"
"ybjI","","Cof family protein","100","100","1","1","2603","","","","791","794","793","16288_3#7_00958","17138_5#50_01219","16288_7#10_00134","16288_7#12_00656","16288_7#20_01004","16288_3#12_00815","16288_3#14_01410","16288_8#60_01265","16288_3#34_01305","16288_3#43_01079","17138_5#56_00310","16288_7#55_00582","16288_7#74_00982","16288_7#82_01036","16288_7#83_00734","16288_8#40_01280","16288_8#44_00648","16288_8#47_01379","16288_8#50_00590","16288_3#71_00902","16288_3#81_00839","16288_3#54_00860","16288_4#43_01086","16288_4#49_00813","16288_4#52_00726","16288_4#59_00579","16288_4#69_00657","16288_4#73_00131","16288_4#83_00678","16288_5#5_01216","16288_5#46_00940","16288_5#19_01078","16288_5#23_00746","16288_5#31_00729","16288_5#33_00458","16288_5#40_00192","16288_5#44_01121","16288_5#45_00268","16288_5#54_00269","16288_5#60_00356","16288_5#75_01098","17138_5#13_01155","16288_6#15_01067","16288_6#30_00900","17138_5#31_01595","16288_6#49_00707","17138_5#34_00529","16288_6#73_00647","16288_8#64_00131","28832_1#91_00090","28832_1#9_01545","28832_1#113_01348","28832_1#125_00861","28832_1#324_01343","28832_1#160_01623","28832_1#245_00658","28832_1#116_00819","28832_1#145_00556","28832_1#229_00638","28832_1#253_01660","28832_1#340_00343","29102_1#74_00617","28832_1#265_01024","29102_1#189_01163","29102_1#200_00898","29102_1#43_01580","29102_1#185_01279","29102_1#270_01478","29102_1#14_02158","29102_1#144_00065","29102_1#133_00242","29102_1#217_00500","29102_1#290_01581","29102_1#108_01698","29102_1#320_00176","29102_1#183_01612","29102_1#125_00149","29102_1#186_00444","28832_1#134_01602","28832_1#278_00893","29102_1#101_01218","29102_1#97_01096","29102_1#41_00499","28832_1#223_00986","29102_1#213_01741","28832_1#189_00320","29102_1#71_00421","29102_1#57_01038","29102_1#230_00261","29102_1#209_00110","29102_1#227_00828","29102_1#33_00355","28832_1#280_01470","28832_1#162_00592","28832_1#332_00983","28832_1#273_00286","29102_1#167_01030","29102_1#90_01745","28832_1#157_01800","29102_1#54_00366"
"lytB_2","","endo-beta-N-acetylglucosaminidase","100","100","1","1","2184","","","","971","2108","1942","16288_3#7_01513","17138_5#50_01023","16288_7#10_01816","16288_7#12_01772","16288_7#20_01541","16288_3#12_01931","16288_3#14_00613","16288_8#60_01099","16288_3#34_00183","16288_3#43_00738","17138_5#56_01552","16288_7#55_01524","16288_7#74_00194","16288_7#82_01215","16288_7#83_01518","16288_8#40_01518","16288_8#44_01770","16288_8#47_01573","16288_8#50_01513","16288_3#71_01495","16288_3#81_01823","16288_3#54_01771","16288_4#43_01275","16288_4#49_01581","16288_4#52_01555","16288_4#59_01792","16288_4#69_01223","16288_4#73_01174","16288_4#83_01440","16288_5#5_00628","16288_5#46_00182","16288_5#19_00913","16288_5#23_02009","16288_5#31_01008","16288_5#33_01374","16288_5#40_01181","16288_5#44_01426","16288_5#45_01916","16288_5#54_00943","16288_5#60_01630","16288_5#75_01406","17138_5#13_00642","16288_6#15_01853","16288_6#30_01025","17138_5#31_01300","16288_6#49_00784","17138_5#34_00950","16288_6#73_01362","16288_8#64_00908","28832_1#91_00354","28832_1#9_01311","28832_1#113_00542","28832_1#125_01575","28832_1#324_02047","28832_1#160_00356","28832_1#245_02074","28832_1#116_00113","28832_1#145_00035","28832_1#229_00861","28832_1#253_01698","28832_1#340_01137","29102_1#74_02134","28832_1#265_02097","29102_1#189_00158","29102_1#200_00415","29102_1#43_01296","29102_1#185_00548","29102_1#270_00702","29102_1#14_01972","29102_1#144_00943","29102_1#133_00484","29102_1#217_00035","29102_1#290_00035","29102_1#108_01799","29102_1#320_01199","29102_1#183_00029","29102_1#125_01482","29102_1#186_01476","28832_1#134_00543","28832_1#278_01736","29102_1#101_00162","29102_1#97_01893","29102_1#41_01923","28832_1#223_01781","29102_1#213_01662","28832_1#189_00808","29102_1#71_01780","29102_1#57_01294","29102_1#230_00733","29102_1#209_01470","29102_1#227_01069","29102_1#33_01500","28832_1#280_02122","28832_1#162_00875","28832_1#332_00427","28832_1#273_01847","29102_1#167_00333","29102_1#90_01500","28832_1#157_01266","29102_1#54_00116"
"group_1300","","LysM domain-containing protein","100","100","1","1","3675","","","","1112","1178","1138","16288_3#7_01664","17138_5#50_02041","16288_7#10_01694","16288_7#12_00910","16288_7#20_01762","16288_3#12_01958","16288_3#14_01551","16288_8#60_01653","16288_3#34_01662","16288_3#43_01602","17138_5#56_01213","16288_7#55_02086","16288_7#74_01430","16288_7#82_00054","16288_7#83_01822","16288_8#40_01656","16288_8#44_01495","16288_8#47_01506","16288_8#50_01650","16288_3#71_01902","16288_3#81_01724","16288_3#54_00773","16288_4#43_01357","16288_4#49_01977","16288_4#52_01986","16288_4#59_01047","16288_4#69_01522","16288_4#73_01063","16288_4#83_00370","16288_5#5_02007","16288_5#46_01654","16288_5#19_01936","16288_5#23_01829","16288_5#31_01790","16288_5#33_00707","16288_5#40_00309","16288_5#44_01796","16288_5#45_01462","16288_5#54_01739","16288_5#60_01842","16288_5#75_00048","17138_5#13_01775","16288_6#15_00769","16288_6#30_01241","17138_5#31_02075","16288_6#49_01250","17138_5#34_01371","16288_6#73_01289","16288_8#64_01519","28832_1#91_02011","28832_1#9_01934","28832_1#113_01992","28832_1#125_01797","28832_1#324_02194","28832_1#160_01285","28832_1#245_01734","28832_1#116_02020","28832_1#145_02018","28832_1#229_02129","28832_1#253_02029","28832_1#340_01871","29102_1#74_01953","28832_1#265_02188","29102_1#189_01813","29102_1#200_02001","29102_1#43_01912","29102_1#185_02099","29102_1#270_02084","29102_1#14_01735","29102_1#144_01903","29102_1#133_01657","29102_1#217_01877","29102_1#290_01871","29102_1#108_01964","29102_1#320_01833","29102_1#183_02162","29102_1#125_01989","29102_1#186_02047","28832_1#134_01914","28832_1#278_02017","29102_1#101_01897","29102_1#97_02147","29102_1#41_01827","28832_1#223_01915","29102_1#213_01984","28832_1#189_01927","29102_1#71_01893","29102_1#57_01965","29102_1#230_00934","29102_1#209_02011","29102_1#227_01757","29102_1#33_01977","28832_1#280_01645","28832_1#162_02057","28832_1#332_01913","28832_1#273_02106","29102_1#167_01778","29102_1#90_02139","28832_1#157_01613","29102_1#54_01966"
"group_1303","","hypothetical protein","100","100","1","1","2733","","","","227","647","594","16288_3#7_01835","17138_5#50_00983","16288_7#10_01245","16288_7#12_00854","16288_7#20_02093","16288_3#12_02034","16288_3#14_00467","16288_8#60_01922","16288_3#34_01890","16288_3#43_01817","17138_5#56_01342","16288_7#55_00515","16288_7#74_01933","16288_7#82_01830","16288_7#83_02011","16288_8#40_01897","16288_8#44_01892","16288_8#47_01881","16288_8#50_02035","16288_3#71_01668","16288_3#81_01855","16288_3#54_01938","16288_4#43_01134","16288_4#49_00990","16288_4#52_01024","16288_4#59_00321","16288_4#69_01830","16288_4#73_01741","16288_4#83_01856","16288_5#5_01591","16288_5#46_02017","16288_5#19_01655","16288_5#23_01244","16288_5#31_01960","16288_5#33_01570","16288_5#40_01144","16288_5#44_01724","16288_5#45_02021","16288_5#54_02122","16288_5#60_01289","16288_5#75_01029","17138_5#13_02146","16288_6#15_01605","16288_6#30_01587","17138_5#31_02181","16288_6#49_00824","17138_5#34_01669","16288_6#73_01615","16288_8#64_01651","28832_1#91_00160","28832_1#9_01613","28832_1#113_02085","28832_1#125_01931","28832_1#324_02158","28832_1#160_01592","28832_1#245_00410","28832_1#116_00752","28832_1#145_01437","28832_1#229_01447","28832_1#253_02122","28832_1#340_00450","29102_1#74_01818","28832_1#265_01156","29102_1#189_02123","29102_1#200_01404","29102_1#43_01509","29102_1#185_01211","29102_1#270_01369","29102_1#14_00997","29102_1#144_02092","29102_1#133_00308","29102_1#217_01705","29102_1#290_01781","29102_1#108_02166","29102_1#320_00244","29102_1#183_01542","29102_1#125_00218","29102_1#186_00376","28832_1#134_01106","28832_1#278_01640","29102_1#101_01285","29102_1#97_01654","29102_1#41_00431","28832_1#223_02119","29102_1#213_01445","28832_1#189_00770","29102_1#71_00629","29102_1#57_00672","29102_1#230_00914","29102_1#209_00042","29102_1#227_00897","29102_1#33_01360","28832_1#280_01580","28832_1#162_00837","28832_1#332_01543","28832_1#273_01433","29102_1#167_01686","29102_1#90_01811","28832_1#157_00570","29102_1#54_00298"
"treP","","trehalose PTS system, IIABC components","100","100","1","1","3498","","","","254","1967","1902","16288_3#7_01863","17138_5#50_01794","16288_7#10_00428","16288_7#12_01587","16288_7#20_00002","16288_3#12_00642","16288_3#14_01570","16288_8#60_00351","16288_3#34_01923","16288_3#43_01541","17138_5#56_00997","16288_7#55_01778","16288_7#74_00789","16288_7#82_00607","16288_7#83_01376","16288_8#40_02035","16288_8#44_01034","16288_8#47_00856","16288_8#50_01813","16288_3#71_00727","16288_3#81_00286","16288_3#54_01860","16288_4#43_00568","16288_4#49_00348","16288_4#52_00664","16288_4#59_00843","16288_4#69_00433","16288_4#73_01376","16288_4#83_01195","16288_5#5_00663","16288_5#46_00552","16288_5#19_00267","16288_5#23_01003","16288_5#31_01288","16288_5#33_00029","16288_5#40_01669","16288_5#44_01269","16288_5#45_01021","16288_5#54_01258","16288_5#60_02009","16288_5#75_00781","17138_5#13_00011","16288_6#15_00752","16288_6#30_00763","17138_5#31_00894","16288_6#49_01654","17138_5#34_01098","16288_6#73_00473","16288_8#64_00689","28832_1#91_00829","28832_1#9_00771","28832_1#113_01744","28832_1#125_01229","28832_1#324_00464","28832_1#160_00922","28832_1#245_00028","28832_1#116_01809","28832_1#145_01178","28832_1#229_02025","28832_1#253_00997","28832_1#340_00509","29102_1#74_00005","28832_1#265_00542","29102_1#189_01675","29102_1#200_01622","29102_1#43_02014","29102_1#185_00003","29102_1#270_01691","29102_1#14_00537","29102_1#144_01730","29102_1#133_01786","29102_1#217_01590","29102_1#290_00586","29102_1#108_01459","29102_1#320_01785","29102_1#183_01857","29102_1#125_00056","29102_1#186_01804","28832_1#134_01994","28832_1#278_00545","29102_1#101_00634","29102_1#97_01180","29102_1#41_00007","28832_1#223_00429","29102_1#213_01293","28832_1#189_01628","29102_1#71_01990","29102_1#57_01511","29102_1#230_01825","29102_1#209_01659","29102_1#227_00012","29102_1#33_00768","28832_1#280_01573","28832_1#162_00004","28832_1#332_01284","28832_1#273_01564","29102_1#167_02029","29102_1#90_00295","28832_1#157_00391","29102_1#54_01555"
"artM_3","","amino acid ABC transporter ATP-binding protein","100","100","1","1","1917","","","","683","758","753","16288_3#7_01906","17138_5#50_00303","16288_7#10_01844","16288_7#12_00981","16288_7#20_01321","16288_3#12_00990","16288_3#14_00787","16288_8#60_00786","16288_3#34_01162","16288_3#43_00599","17138_5#56_00589","16288_7#55_01182","16288_7#74_00453","16288_7#82_00941","16288_7#83_00489","16288_8#40_00417","16288_8#44_00884","16288_8#47_01747","16288_8#50_01056","16288_3#71_01625","16288_3#81_01236","16288_3#54_00656","16288_4#43_00932","16288_4#49_00220","16288_4#52_01110","16288_4#59_00631","16288_4#69_01094","16288_4#73_01709","16288_4#83_01789","16288_5#5_00825","16288_5#46_01552","16288_5#19_00970","16288_5#23_01203","16288_5#31_00261","16288_5#33_00310","16288_5#40_01001","16288_5#44_00241","16288_5#45_00640","16288_5#54_01116","16288_5#60_01561","16288_5#75_00489","17138_5#13_02121","16288_6#15_01168","16288_6#30_00436","17138_5#31_00303","16288_6#49_01427","17138_5#34_01508","16288_6#73_00295","16288_8#64_01644","28832_1#91_00676","28832_1#9_00192","28832_1#113_00884","28832_1#125_00978","28832_1#324_01134","28832_1#160_01778","28832_1#245_01320","28832_1#116_00458","28832_1#145_00430","28832_1#229_00218","28832_1#253_00592","28832_1#340_00153","29102_1#74_01724","28832_1#265_00486","29102_1#189_01421","29102_1#200_01511","29102_1#43_00728","29102_1#185_01616","29102_1#270_00140","29102_1#14_00951","29102_1#144_00601","29102_1#133_01004","29102_1#217_00413","29102_1#290_00412","29102_1#108_00228","29102_1#320_01134","29102_1#183_00353","29102_1#125_01282","29102_1#186_00189","28832_1#134_00886","28832_1#278_01326","29102_1#101_00481","29102_1#97_00883","29102_1#41_01194","28832_1#223_01520","29102_1#213_00284","28832_1#189_01256","29102_1#71_00278","29102_1#57_01821","29102_1#230_00454","29102_1#209_01293","29102_1#227_01150","29102_1#33_00254","28832_1#280_00324","28832_1#162_01227","28832_1#332_00032","28832_1#273_00682","29102_1#167_00009","29102_1#90_01331","28832_1#157_00845","29102_1#54_00753"
"msbA_1","","ABC transporter ATP-binding protein/permease","100","100","1","1","4570","","","","1286","1724","1719","16288_3#7_00232","17138_5#50_00684","16288_7#10_00069","16288_7#12_00210","16288_7#20_00601","16288_3#12_00211","16288_3#14_01158","16288_8#60_01451","16288_3#34_00003","16288_3#43_01651","17138_5#56_00209","16288_7#55_00667","16288_7#74_00006","16288_7#82_01084","16288_7#83_00670","16288_8#40_00223","16288_8#44_00020","16288_8#47_00283","16288_8#50_00930","16288_3#71_01538","16288_3#81_00905","16288_3#54_02087","16288_4#43_00310","16288_4#49_00136","16288_4#52_00139","16288_4#59_00294","16288_4#69_02050","16288_4#73_00069","16288_4#83_00761","16288_5#5_00261","16288_5#46_01102","16288_5#19_00575","16288_5#23_00650","16288_5#31_00790","16288_5#33_01116","16288_5#40_00810","16288_5#44_01394","16288_5#45_00357","16288_5#54_00651","16288_5#60_00158","16288_5#75_01316","17138_5#13_02204","16288_6#15_00461","16288_6#30_00836","17138_5#31_01660","16288_6#49_00487","17138_5#34_00385","16288_6#73_00868","16288_8#64_00069","28832_1#91_01332","28832_1#9_01480","28832_1#113_01431","28832_1#125_00773","28832_1#324_01644","28832_1#160_01685","28832_1#245_00563","28832_1#116_00881","28832_1#145_00616","28832_1#229_00547","28832_1#253_00911","28832_1#340_01645","29102_1#74_00463","28832_1#265_01578","29102_1#189_01258","29102_1#200_00963","29102_1#43_01468","29102_1#185_01360","29102_1#270_02006","29102_1#14_02061","29102_1#144_00148","29102_1#133_00167","29102_1#217_00589","29102_1#290_01404","29102_1#108_00866","29102_1#320_00081","29102_1#183_01330","29102_1#125_01557","29102_1#186_00536","28832_1#134_01140","28832_1#278_01198","29102_1#101_01124","29102_1#97_01805","29102_1#41_01304","28832_1#223_00892","29102_1#213_01040","28832_1#189_00216","29102_1#71_01354","29102_1#57_00975","29102_1#230_00118","29102_1#209_00207","29102_1#227_00762","29102_1#33_00443","28832_1#280_01975","28832_1#162_00531","28832_1#332_01043","28832_1#273_00197","29102_1#167_00935","29102_1#90_01662","28832_1#157_01015","29102_1#54_00430"
"dtd","","D-tyrosyl-tRNA(Tyr) deacylase","100","100","1","1","5186","","","","443","506","444","16288_3#7_00288","17138_5#50_00512","16288_7#10_01045","16288_7#12_01306","16288_7#20_00216","16288_3#12_00679","16288_3#14_00054","16288_8#60_00569","16288_3#34_00476","16288_3#43_00432","17138_5#56_00928","16288_7#55_01975","16288_7#74_01583","16288_7#82_01762","16288_7#83_01015","16288_8#40_01334","16288_8#44_00262","16288_8#47_00906","16288_8#50_00702","16288_3#71_01945","16288_3#81_00072","16288_3#54_01317","16288_4#43_00831","16288_4#49_00613","16288_4#52_01248","16288_4#59_00068","16288_4#69_00257","16288_4#73_00494","16288_4#83_00925","16288_5#5_01132","16288_5#46_00723","16288_5#19_01747","16288_5#23_00124","16288_5#31_00064","16288_5#33_00908","16288_5#40_00942","16288_5#44_00884","16288_5#45_00754","16288_5#54_00730","16288_5#60_01104","16288_5#75_00567","17138_5#13_00225","16288_6#15_00314","16288_6#30_00494","17138_5#31_01134","16288_6#49_00232","17138_5#34_01835","16288_6#73_00123","16288_8#64_00838","28832_1#91_01050","28832_1#9_00981","28832_1#113_01074","28832_1#125_01361","28832_1#324_00686","28832_1#160_00841","28832_1#245_00231","28832_1#116_01214","28832_1#145_01399","28832_1#229_01355","28832_1#253_00131","28832_1#340_01534","29102_1#74_00218","28832_1#265_00763","29102_1#189_00309","29102_1#200_00129","29102_1#43_00944","29102_1#185_00252","29102_1#270_01021","29102_1#14_00377","29102_1#144_00413","29102_1#133_01259","29102_1#217_00833","29102_1#290_01159","29102_1#108_00611","29102_1#320_00756","29102_1#183_01007","29102_1#125_00449","29102_1#186_00796","28832_1#134_00123","28832_1#278_00760","29102_1#101_00855","29102_1#97_00196","29102_1#41_00205","28832_1#223_00644","29102_1#213_01138","28832_1#189_02112","29102_1#71_01505","29102_1#57_01204","29102_1#230_01390","29102_1#209_00467","29102_1#227_00247","29102_1#33_01593","28832_1#280_02149","28832_1#162_00217","28832_1#332_01505","28832_1#273_00978","29102_1#167_01093","29102_1#90_00051","28832_1#157_01109","29102_1#54_01493"
