ReportingArea,MMWRYear,MMWRWeek,IPD_all,IPD_u5,IPD_o5,School,sub_region_1,mmwr_week,7dayavg_retail_rec,7dayavg_grocery,7dayavg_parks,7dayavg_transit,7dayavg_work,7dayavg_res
VERMONT,2018,13,0,0,0,0,,,,,,,,
VIRGIN ISL.,2018,13,0,0,0,0,,,,,,,,
VIRGINIA,2018,13,0,0,0,0,,,,,,,,
W.N. CENTRAL,2018,13,12,0,12,0,,,,,,,,
W.S. CENTRAL,2018,13,35,3,32,0,,,,,,,,
WASHINGTON,2018,13,0,0,0,0,,,,,,,,
WEST VIRGINIA,2018,13,0,0,0,0,,,,,,,,
WISCONSIN,2018,13,0,0,0,0,,,,,,,,
WYOMING,2018,13,0,0,0,0,,,,,,,,
ALABAMA,2018,14,0,0,0,0,,,,,,,,
ALASKA,2018,14,2,0,2,0,,,,,,,,
AMER. SAMOA,2018,14,0,0,0,0,,,,,,,,
ARIZONA,2018,14,18,1,17,0,,,,,,,,
ARKANSAS,2018,14,7,0,7,0,,,,,,,,
C.N.M.I.,2018,14,0,0,0,0,,,,,,,,
CALIFORNIA,2018,14,0,0,0,0,,,,,,,,
COLORADO,2018,14,19,0,19,0,,,,,,,,
CONNECTICUT,2018,14,0,0,0,0,,,,,,,,
DELAWARE,2018,14,0,0,0,0,,,,,,,,
DIST. OF COL.,2018,14,0,0,0,0,,,,,,,,
E.N. CENTRAL,2018,14,49,0,49,0,,,,,,,,
E.S. CENTRAL,2018,14,14,0,14,0,,,,,,,,
FLORIDA,2018,14,15,2,13,0,,,,,,,,
GEORGIA,2018,14,0,0,0,0,,,,,,,,
GUAM,2018,14,0,0,0,0,,,,,,,,
HAWAII,2018,14,0,0,0,0,,,,,,,,
IDAHO,2018,14,0,0,0,0,,,,,,,,
ILLINOIS,2018,14,0,0,0,0,,,,,,,,
INDIANA,2018,14,1,0,1,0,,,,,,,,
IOWA,2018,14,0,0,0,0,,,,,,,,
KANSAS,2018,14,0,0,0,0,,,,,,,,
KENTUCKY,2018,14,13,0,13,0,,,,,,,,
LOUISIANA,2018,14,0,0,0,0,,,,,,,,
MAINE,2018,14,2,0,2,0,,,,,,,,
MARYLAND,2018,14,14,0,14,0,,,,,,,,
MASSACHUSETTS,2018,14,0,0,0,0,,,,,,,,
MICHIGAN,2018,14,1,0,1,0,,,,,,,,
MID. ATLANTIC,2018,14,56,3,53,0,,,,,,,,
MINNESOTA,2018,14,0,0,0,0,,,,,,,,
MISSISSIPPI,2018,14,1,0,1,0,,,,,,,,
MISSOURI,2018,14,9,1,8,0,,,,,,,,
MONTANA,2018,14,1,0,1,0,,,,,,,,
MOUNTAIN,2018,14,39,1,38,0,,,,,,,,
NEBRASKA,2018,14,3,0,3,0,,,,,,,,
NEVADA,2018,14,0,0,0,0,,,,,,,,
NEW ENGLAND,2018,14,4,0,4,0,,,,,,,,
NEW HAMPSHIRE,2018,14,0,0,0,0,,,,,,,,
NEW JERSEY,2018,14,6,0,6,0,,,,,,,,
NEW MEXICO,2018,14,0,0,0,0,,,,,,,,
NEW YORK,2018,14,24,1,23,0,,,,,,,,
NEW YORK CITY,2018,14,15,0,15,0,,,,,,,,
NORTH CAROLINA,2018,14,0,0,0,0,,,,,,,,
NORTH DAKOTA,2018,14,0,0,0,0,,,,,,,,
OHIO,2018,14,37,0,37,0,,,,,,,,
OKLAHOMA,2018,14,0,1,0,0,,,,,,,,
OREGON,2018,14,0,0,0,0,,,,,,,,
PACIFIC,2018,14,2,0,2,0,,,,,,,,
PENNSYLVANIA,2018,14,11,2,9,0,,,,,,,,
PUERTO RICO,2018,14,0,0,0,0,,,,,,,,
RHODE ISLAND,2018,14,0,0,0,0,,,,,,,,
S. ATLANTIC,2018,14,29,2,27,0,,,,,,,,
SOUTH CAROLINA,2018,14,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2018,14,1,0,1,0,,,,,,,,
TENNESSEE,2018,14,0,0,0,0,,,,,,,,
TEXAS,2018,14,14,0,14,0,,,,,,,,
UNITED STATES,2018,14,227,8,219,0,,,,,,,,
UTAH,2018,14,1,0,1,0,,,,,,,,
VERMONT,2018,14,2,0,2,0,,,,,,,,
VIRGIN ISL.,2018,14,0,0,0,0,,,,,,,,
VIRGINIA,2018,14,0,0,0,0,,,,,,,,
W.N. CENTRAL,2018,14,13,1,12,0,,,,,,,,
W.S. CENTRAL,2018,14,21,1,20,0,,,,,,,,
WASHINGTON,2018,14,0,0,0,0,,,,,,,,
WEST VIRGINIA,2018,14,0,0,0,0,,,,,,,,
WISCONSIN,2018,14,10,0,10,0,,,,,,,,
WYOMING,2018,14,0,0,0,0,,,,,,,,
ALABAMA,2018,15,2,0,2,0,,,,,,,,
ALASKA,2018,15,2,0,2,0,,,,,,,,
AMER. SAMOA,2018,15,0,0,0,0,,,,,,,,
ARIZONA,2018,15,23,0,23,0,,,,,,,,
ARKANSAS,2018,15,11,1,10,0,,,,,,,,
C.N.M.I.,2018,15,0,0,0,0,,,,,,,,
CALIFORNIA,2018,15,0,0,0,0,,,,,,,,
COLORADO,2018,15,4,0,4,0,,,,,,,,
CONNECTICUT,2018,15,0,0,0,0,,,,,,,,
DELAWARE,2018,15,0,0,0,0,,,,,,,,
DIST. OF COL.,2018,15,0,0,0,0,,,,,,,,
E.N. CENTRAL,2018,15,35,2,33,0,,,,,,,,
E.S. CENTRAL,2018,15,36,2,34,0,,,,,,,,
FLORIDA,2018,15,12,1,11,0,,,,,,,,
GEORGIA,2018,15,13,2,11,0,,,,,,,,
GUAM,2018,15,0,0,0,0,,,,,,,,
HAWAII,2018,15,0,0,0,0,,,,,,,,
IDAHO,2018,15,0,0,0,0,,,,,,,,
ILLINOIS,2018,15,0,0,0,0,,,,,,,,
INDIANA,2018,15,1,0,1,0,,,,,,,,
IOWA,2018,15,0,0,0,0,,,,,,,,
KANSAS,2018,15,0,0,0,0,,,,,,,,
KENTUCKY,2018,15,14,2,12,0,,,,,,,,
LOUISIANA,2018,15,2,0,2,0,,,,,,,,
MAINE,2018,15,3,0,3,0,,,,,,,,
MARYLAND,2018,15,9,0,9,0,,,,,,,,
MASSACHUSETTS,2018,15,0,0,0,0,,,,,,,,
MICHIGAN,2018,15,0,0,0,0,,,,,,,,
MID. ATLANTIC,2018,15,62,3,59,0,,,,,,,,
MINNESOTA,2018,15,0,0,0,0,,,,,,,,
MISSISSIPPI,2018,15,4,0,4,0,,,,,,,,
MISSOURI,2018,15,7,0,7,0,,,,,,,,
MONTANA,2018,15,2,0,2,0,,,,,,,,
MOUNTAIN,2018,15,33,0,33,0,,,,,,,,
NEBRASKA,2018,15,3,0,3,0,,,,,,,,
NEVADA,2018,15,0,0,0,0,,,,,,,,
NEW ENGLAND,2018,15,3,0,3,0,,,,,,,,
NEW HAMPSHIRE,2018,15,0,0,0,0,,,,,,,,
NEW JERSEY,2018,15,3,0,3,0,,,,,,,,
NEW MEXICO,2018,15,4,0,4,0,,,,,,,,
NEW YORK,2018,15,33,2,31,0,,,,,,,,
NEW YORK CITY,2018,15,17,0,17,0,,,,,,,,
NORTH CAROLINA,2018,15,0,0,0,0,,,,,,,,
NORTH DAKOTA,2018,15,0,0,0,0,,,,,,,,
OHIO,2018,15,30,2,28,0,,,,,,,,
OKLAHOMA,2018,15,0,1,0,0,,,,,,,,
OREGON,2018,15,0,0,0,0,,,,,,,,
PACIFIC,2018,15,2,0,2,0,,,,,,,,
PENNSYLVANIA,2018,15,9,1,8,0,,,,,,,,
PUERTO RICO,2018,15,0,0,0,0,,,,,,,,
RHODE ISLAND,2018,15,0,0,0,0,,,,,,,,
S. ATLANTIC,2018,15,35,3,32,0,,,,,,,,
SOUTH CAROLINA,2018,15,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2018,15,2,0,2,0,,,,,,,,
TENNESSEE,2018,15,16,0,16,0,,,,,,,,
TEXAS,2018,15,35,1,34,0,,,,,,,,
UNITED STATES,2018,15,266,13,253,0,,,,,,,,
UTAH,2018,15,0,0,0,0,,,,,,,,
VERMONT,2018,15,0,0,0,0,,,,,,,,
VIRGIN ISL.,2018,15,0,0,0,0,,,,,,,,
VIRGINIA,2018,15,0,0,0,0,,,,,,,,
W.N. CENTRAL,2018,15,12,0,12,0,,,,,,,,
W.S. CENTRAL,2018,15,48,3,45,0,,,,,,,,
WASHINGTON,2018,15,0,0,0,0,,,,,,,,
WEST VIRGINIA,2018,15,1,0,1,0,,,,,,,,
WISCONSIN,2018,15,4,0,4,0,,,,,,,,
WYOMING,2018,15,0,0,0,0,,,,,,,,
ALABAMA,2018,16,0,0,0,0,,,,,,,,
ALASKA,2018,16,1,0,1,0,,,,,,,,
AMER. SAMOA,2018,16,0,0,0,0,,,,,,,,
ARIZONA,2018,16,13,0,13,0,,,,,,,,
ARKANSAS,2018,16,4,0,4,0,,,,,,,,
C.N.M.I.,2018,16,0,0,0,0,,,,,,,,
CALIFORNIA,2018,16,0,0,0,0,,,,,,,,
COLORADO,2018,16,10,0,10,0,,,,,,,,
CONNECTICUT,2018,16,0,0,0,0,,,,,,,,
DELAWARE,2018,16,0,0,0,0,,,,,,,,
DIST. OF COL.,2018,16,0,0,0,0,,,,,,,,
E.N. CENTRAL,2018,16,50,2,48,0,,,,,,,,
E.S. CENTRAL,2018,16,14,0,14,0,,,,,,,,
FLORIDA,2018,16,6,0,6,0,,,,,,,,
GEORGIA,2018,16,0,0,0,0,,,,,,,,
GUAM,2018,16,0,0,0,0,,,,,,,,
HAWAII,2018,16,0,0,0,0,,,,,,,,
IDAHO,2018,16,0,0,0,0,,,,,,,,
ILLINOIS,2018,16,0,0,0,0,,,,,,,,
INDIANA,2018,16,0,0,0,0,,,,,,,,
IOWA,2018,16,0,0,0,0,,,,,,,,
KANSAS,2018,16,0,0,0,0,,,,,,,,
KENTUCKY,2018,16,12,0,12,0,,,,,,,,
LOUISIANA,2018,16,0,0,0,0,,,,,,,,
MAINE,2018,16,3,0,3,0,,,,,,,,
MARYLAND,2018,16,6,0,6,0,,,,,,,,
MASSACHUSETTS,2018,16,0,0,0,0,,,,,,,,
MICHIGAN,2018,16,1,0,1,0,,,,,,,,
MID. ATLANTIC,2018,16,34,3,31,0,,,,,,,,
MINNESOTA,2018,16,0,0,0,0,,,,,,,,
MISSISSIPPI,2018,16,2,0,2,0,,,,,,,,
MISSOURI,2018,16,0,0,0,0,,,,,,,,
MONTANA,2018,16,2,0,2,0,,,,,,,,
MOUNTAIN,2018,16,28,0,28,0,,,,,,,,
NEBRASKA,2018,16,4,0,4,0,,,,,,,,
NEVADA,2018,16,2,0,2,0,,,,,,,,
NEW ENGLAND,2018,16,4,0,4,0,,,,,,,,
NEW HAMPSHIRE,2018,16,0,0,0,0,,,,,,,,
NEW JERSEY,2018,16,6,2,4,0,,,,,,,,
NEW MEXICO,2018,16,0,0,0,0,,,,,,,,
NEW YORK,2018,16,19,0,19,0,,,,,,,,
NEW YORK CITY,2018,16,0,0,0,0,,,,,,,,
NORTH CAROLINA,2018,16,0,0,0,0,,,,,,,,
NORTH DAKOTA,2018,16,2,0,2,0,,,,,,,,
OHIO,2018,16,38,2,36,0,,,,,,,,
OKLAHOMA,2018,16,0,0,0,0,,,,,,,,
OREGON,2018,16,0,0,0,0,,,,,,,,
PACIFIC,2018,16,1,0,1,0,,,,,,,,
PENNSYLVANIA,2018,16,9,1,8,0,,,,,,,,
PUERTO RICO,2018,16,0,0,0,0,,,,,,,,
RHODE ISLAND,2018,16,0,0,0,0,,,,,,,,
S. ATLANTIC,2018,16,12,0,12,0,,,,,,,,
SOUTH CAROLINA,2018,16,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2018,16,1,0,1,0,,,,,,,,
TENNESSEE,2018,16,0,0,0,0,,,,,,,,
TEXAS,2018,16,36,1,35,0,,,,,,,,
UNITED STATES,2018,16,190,6,184,0,,,,,,,,
UTAH,2018,16,1,0,1,0,,,,,,,,
VERMONT,2018,16,1,0,1,0,,,,,,,,
VIRGIN ISL.,2018,16,0,0,0,0,,,,,,,,
VIRGINIA,2018,16,0,0,0,0,,,,,,,,
W.N. CENTRAL,2018,16,7,0,7,0,,,,,,,,
W.S. CENTRAL,2018,16,40,1,39,0,,,,,,,,
WASHINGTON,2018,16,0,0,0,0,,,,,,,,
WEST VIRGINIA,2018,16,0,0,0,0,,,,,,,,
WISCONSIN,2018,16,11,0,11,0,,,,,,,,
WYOMING,2018,16,0,0,0,0,,,,,,,,
ALABAMA,2018,17,2,0,2,0,,,,,,,,
ALASKA,2018,17,2,0,2,0,,,,,,,,
AMER. SAMOA,2018,17,0,0,0,0,,,,,,,,
ARIZONA,2018,17,13,1,12,0,,,,,,,,
ARKANSAS,2018,17,0,0,0,0,,,,,,,,
C.N.M.I.,2018,17,0,0,0,0,,,,,,,,
CALIFORNIA,2018,17,0,0,0,0,,,,,,,,
COLORADO,2018,17,14,1,13,0,,,,,,,,
CONNECTICUT,2018,17,0,0,0,0,,,,,,,,
DELAWARE,2018,17,0,0,0,0,,,,,,,,
DIST. OF COL.,2018,17,0,0,0,0,,,,,,,,
E.N. CENTRAL,2018,17,33,0,33,0,,,,,,,,
E.S. CENTRAL,2018,17,14,1,13,0,,,,,,,,
FLORIDA,2018,17,13,3,10,0,,,,,,,,
GEORGIA,2018,17,0,0,0,0,,,,,,,,
GUAM,2018,17,0,0,0,0,,,,,,,,
HAWAII,2018,17,0,0,0,0,,,,,,,,
IDAHO,2018,17,0,0,0,0,,,,,,,,
ILLINOIS,2018,17,0,0,0,0,,,,,,,,
INDIANA,2018,17,0,0,0,0,,,,,,,,
IOWA,2018,17,0,0,0,0,,,,,,,,
KANSAS,2018,17,0,0,0,0,,,,,,,,
KENTUCKY,2018,17,9,1,8,0,,,,,,,,
LOUISIANA,2018,17,0,0,0,0,,,,,,,,
MAINE,2018,17,4,0,4,0,,,,,,,,
MARYLAND,2018,17,7,1,6,0,,,,,,,,
MASSACHUSETTS,2018,17,4,0,4,0,,,,,,,,
MICHIGAN,2018,17,0,0,0,0,,,,,,,,
MID. ATLANTIC,2018,17,48,1,47,0,,,,,,,,
MINNESOTA,2018,17,0,0,0,0,,,,,,,,
MISSISSIPPI,2018,17,3,0,3,0,,,,,,,,
MISSOURI,2018,17,12,1,11,0,,,,,,,,
MONTANA,2018,17,3,1,2,0,,,,,,,,
MOUNTAIN,2018,17,35,4,31,0,,,,,,,,
NEBRASKA,2018,17,2,0,2,0,,,,,,,,
NEVADA,2018,17,0,0,0,0,,,,,,,,
NEW ENGLAND,2018,17,9,0,9,0,,,,,,,,
NEW HAMPSHIRE,2018,17,1,0,1,0,,,,,,,,
NEW JERSEY,2018,17,1,0,1,0,,,,,,,,
NEW MEXICO,2018,17,3,0,3,0,,,,,,,,
NEW YORK,2018,17,16,0,16,0,,,,,,,,
NEW YORK CITY,2018,17,21,0,21,0,,,,,,,,
NORTH CAROLINA,2018,17,0,0,0,0,,,,,,,,
NORTH DAKOTA,2018,17,3,0,3,0,,,,,,,,
OHIO,2018,17,29,0,29,0,,,,,,,,
OKLAHOMA,2018,17,0,1,0,0,,,,,,,,
OREGON,2018,17,0,0,0,0,,,,,,,,
PACIFIC,2018,17,2,0,2,0,,,,,,,,
PENNSYLVANIA,2018,17,10,1,9,0,,,,,,,,
PUERTO RICO,2018,17,0,0,0,0,,,,,,,,
RHODE ISLAND,2018,17,0,0,0,0,,,,,,,,
S. ATLANTIC,2018,17,20,4,16,0,,,,,,,,
SOUTH CAROLINA,2018,17,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2018,17,4,0,4,0,,,,,,,,
TENNESSEE,2018,17,0,0,0,0,,,,,,,,
TEXAS,2018,17,33,1,32,0,,,,,,,,
UNITED STATES,2018,17,215,13,202,0,,,,,,,,
UTAH,2018,17,2,1,1,0,,,,,,,,
VERMONT,2018,17,0,0,0,0,,,,,,,,
VIRGIN ISL.,2018,17,0,0,0,0,,,,,,,,
VIRGINIA,2018,17,0,0,0,0,,,,,,,,
W.N. CENTRAL,2018,17,21,1,20,0,,,,,,,,
W.S. CENTRAL,2018,17,33,2,31,0,,,,,,,,
WASHINGTON,2018,17,0,0,0,0,,,,,,,,
WEST VIRGINIA,2018,17,0,0,0,0,,,,,,,,
WISCONSIN,2018,17,4,0,4,0,,,,,,,,
WYOMING,2018,17,0,0,0,0,,,,,,,,
ALABAMA,2018,18,3,0,3,0,,,,,,,,
ALASKA,2018,18,2,1,1,0,,,,,,,,
AMER. SAMOA,2018,18,0,0,0,0,,,,,,,,
ARIZONA,2018,18,14,1,13,0,,,,,,,,
ARKANSAS,2018,18,0,0,0,0,,,,,,,,
C.N.M.I.,2018,18,0,0,0,0,,,,,,,,
CALIFORNIA,2018,18,0,0,0,0,,,,,,,,
COLORADO,2018,18,4,0,4,0,,,,,,,,
CONNECTICUT,2018,18,0,0,0,0,,,,,,,,
DELAWARE,2018,18,1,0,1,0,,,,,,,,
DIST. OF COL.,2018,18,0,0,0,0,,,,,,,,
E.N. CENTRAL,2018,18,29,1,28,0,,,,,,,,
E.S. CENTRAL,2018,18,30,1,29,0,,,,,,,,
FLORIDA,2018,18,6,1,5,0,,,,,,,,
GEORGIA,2018,18,5,0,5,0,,,,,,,,
GUAM,2018,18,0,0,0,0,,,,,,,,
HAWAII,2018,18,0,0,0,0,,,,,,,,
IDAHO,2018,18,0,0,0,0,,,,,,,,
ILLINOIS,2018,18,0,0,0,0,,,,,,,,
INDIANA,2018,18,0,0,0,0,,,,,,,,
IOWA,2018,18,0,0,0,0,,,,,,,,
KANSAS,2018,18,0,0,0,0,,,,,,,,
KENTUCKY,2018,18,10,0,10,0,,,,,,,,
LOUISIANA,2018,18,0,0,0,0,,,,,,,,
MAINE,2018,18,1,0,1,0,,,,,,,,
MARYLAND,2018,18,15,0,15,0,,,,,,,,
MASSACHUSETTS,2018,18,0,0,0,0,,,,,,,,
MICHIGAN,2018,18,2,0,2,0,,,,,,,,
MID. ATLANTIC,2018,18,45,2,43,0,,,,,,,,
MINNESOTA,2018,18,0,0,0,0,,,,,,,,
MISSISSIPPI,2018,18,3,0,3,0,,,,,,,,
MISSOURI,2018,18,12,1,11,0,,,,,,,,
MONTANA,2018,18,0,0,0,0,,,,,,,,
MOUNTAIN,2018,18,23,1,22,0,,,,,,,,
NEBRASKA,2018,18,1,0,1,0,,,,,,,,
NEVADA,2018,18,1,0,1,0,,,,,,,,
NEW ENGLAND,2018,18,2,1,1,0,,,,,,,,
NEW HAMPSHIRE,2018,18,0,0,0,0,,,,,,,,
NEW JERSEY,2018,18,3,0,3,0,,,,,,,,
NEW MEXICO,2018,18,2,0,2,0,,,,,,,,
NEW YORK,2018,18,25,0,25,0,,,,,,,,
NEW YORK CITY,2018,18,10,0,10,0,,,,,,,,
NORTH CAROLINA,2018,18,0,0,0,0,,,,,,,,
NORTH DAKOTA,2018,18,0,0,0,0,,,,,,,,
OHIO,2018,18,25,1,24,0,,,,,,,,
OKLAHOMA,2018,18,0,1,0,0,,,,,,,,
OREGON,2018,18,0,0,0,0,,,,,,,,
PACIFIC,2018,18,2,1,1,0,,,,,,,,
PENNSYLVANIA,2018,18,7,2,5,0,,,,,,,,
PUERTO RICO,2018,18,0,0,0,0,,,,,,,,
RHODE ISLAND,2018,18,0,0,0,0,,,,,,,,
S. ATLANTIC,2018,18,27,1,26,0,,,,,,,,
SOUTH CAROLINA,2018,18,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2018,18,1,0,1,0,,,,,,,,
TENNESSEE,2018,18,14,1,13,0,,,,,,,,
TEXAS,2018,18,35,2,33,0,,,,,,,,
UNITED STATES,2018,18,207,12,195,0,,,,,,,,
UTAH,2018,18,2,0,2,0,,,,,,,,
VERMONT,2018,18,1,1,0,0,,,,,,,,
VIRGIN ISL.,2018,18,0,0,0,0,,,,,,,,
VIRGINIA,2018,18,0,0,0,0,,,,,,,,
W.N. CENTRAL,2018,18,14,1,13,0,,,,,,,,
W.S. CENTRAL,2018,18,35,3,32,0,,,,,,,,
WASHINGTON,2018,18,0,0,0,0,,,,,,,,
WEST VIRGINIA,2018,18,0,0,0,0,,,,,,,,
WISCONSIN,2018,18,2,0,2,0,,,,,,,,
WYOMING,2018,18,0,0,0,0,,,,,,,,
ALABAMA,2018,19,2,0,2,0,,,,,,,,
ALASKA,2018,19,3,1,2,0,,,,,,,,
AMER. SAMOA,2018,19,0,0,0,0,,,,,,,,
ARIZONA,2018,19,11,0,11,0,,,,,,,,
ARKANSAS,2018,19,0,0,0,0,,,,,,,,
C.N.M.I.,2018,19,0,0,0,0,,,,,,,,
CALIFORNIA,2018,19,0,0,0,0,,,,,,,,
COLORADO,2018,19,19,1,18,0,,,,,,,,
CONNECTICUT,2018,19,0,0,0,0,,,,,,,,
DELAWARE,2018,19,0,0,0,0,,,,,,,,
DIST. OF COL.,2018,19,0,0,0,0,,,,,,,,
E.N. CENTRAL,2018,19,49,3,46,0,,,,,,,,
E.S. CENTRAL,2018,19,6,0,6,0,,,,,,,,
FLORIDA,2018,19,9,0,9,0,,,,,,,,
GEORGIA,2018,19,11,0,11,0,,,,,,,,
GUAM,2018,19,0,0,0,0,,,,,,,,
HAWAII,2018,19,0,0,0,0,,,,,,,,
IDAHO,2018,19,0,1,0,0,,,,,,,,
ILLINOIS,2018,19,0,0,0,0,,,,,,,,
INDIANA,2018,19,0,0,0,0,,,,,,,,
IOWA,2018,19,0,0,0,0,,,,,,,,
KANSAS,2018,19,0,0,0,0,,,,,,,,
KENTUCKY,2018,19,1,0,1,0,,,,,,,,
LOUISIANA,2018,19,4,0,4,0,,,,,,,,
MAINE,2018,19,2,0,2,0,,,,,,,,
MARYLAND,2018,19,8,0,8,0,,,,,,,,
MASSACHUSETTS,2018,19,7,2,5,0,,,,,,,,
MICHIGAN,2018,19,0,0,0,0,,,,,,,,
MID. ATLANTIC,2018,19,49,3,46,0,,,,,,,,
MINNESOTA,2018,19,0,0,0,0,,,,,,,,
MISSISSIPPI,2018,19,3,0,3,0,,,,,,,,
MISSOURI,2018,19,0,0,0,0,,,,,,,,
MONTANA,2018,19,2,0,2,0,,,,,,,,
MOUNTAIN,2018,19,32,2,30,0,,,,,,,,
NEBRASKA,2018,19,1,0,1,0,,,,,,,,
NEVADA,2018,19,0,0,0,0,,,,,,,,
NEW ENGLAND,2018,19,11,2,9,0,,,,,,,,
NEW HAMPSHIRE,2018,19,0,0,0,0,,,,,,,,
NEW JERSEY,2018,19,2,0,2,0,,,,,,,,
NEW MEXICO,2018,19,0,0,0,0,,,,,,,,
NEW YORK,2018,19,16,0,16,0,,,,,,,,
NEW YORK CITY,2018,19,19,0,19,0,,,,,,,,
NORTH CAROLINA,2018,19,0,0,0,0,,,,,,,,
NORTH DAKOTA,2018,19,0,0,0,0,,,,,,,,
OHIO,2018,19,41,3,38,0,,,,,,,,
OKLAHOMA,2018,19,0,1,0,0,,,,,,,,
OREGON,2018,19,0,0,0,0,,,,,,,,
PACIFIC,2018,19,3,1,2,0,,,,,,,,
PENNSYLVANIA,2018,19,12,3,9,0,,,,,,,,
PUERTO RICO,2018,19,0,0,0,0,,,,,,,,
RHODE ISLAND,2018,19,0,0,0,0,,,,,,,,
S. ATLANTIC,2018,19,28,0,28,0,,,,,,,,
SOUTH CAROLINA,2018,19,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2018,19,0,0,0,0,,,,,,,,
TENNESSEE,2018,19,0,0,0,0,,,,,,,,
TEXAS,2018,19,38,4,34,0,,,,,,,,
UNITED STATES,2018,19,221,16,205,0,,,,,,,,
UTAH,2018,19,0,0,0,0,,,,,,,,
VERMONT,2018,19,2,0,2,0,,,,,,,,
VIRGIN ISL.,2018,19,0,0,0,0,,,,,,,,
VIRGINIA,2018,19,0,0,0,0,,,,,,,,
W.N. CENTRAL,2018,19,1,0,1,0,,,,,,,,
W.S. CENTRAL,2018,19,42,5,37,0,,,,,,,,
WASHINGTON,2018,19,0,0,0,0,,,,,,,,
WEST VIRGINIA,2018,19,0,0,0,0,,,,,,,,
WISCONSIN,2018,19,8,0,8,0,,,,,,,,
WYOMING,2018,19,0,0,0,0,,,,,,,,
ALABAMA,2018,20,0,0,0,0,,,,,,,,
ALASKA,2018,20,3,2,1,0,,,,,,,,
AMER. SAMOA,2018,20,0,0,0,0,,,,,,,,
ARIZONA,2018,20,14,0,14,0,,,,,,,,
ARKANSAS,2018,20,0,0,0,0,,,,,,,,
C.N.M.I.,2018,20,0,0,0,0,,,,,,,,
CALIFORNIA,2018,20,0,0,0,0,,,,,,,,
COLORADO,2018,20,10,0,10,0,,,,,,,,
CONNECTICUT,2018,20,0,0,0,0,,,,,,,,
DELAWARE,2018,20,0,0,0,0,,,,,,,,
DIST. OF COL.,2018,20,0,0,0,0,,,,,,,,
E.N. CENTRAL,2018,20,33,1,32,0,,,,,,,,
E.S. CENTRAL,2018,20,7,0,7,0,,,,,,,,
FLORIDA,2018,20,11,1,10,0,,,,,,,,
GEORGIA,2018,20,6,2,4,0,,,,,,,,
GUAM,2018,20,0,0,0,0,,,,,,,,
HAWAII,2018,20,0,0,0,0,,,,,,,,
IDAHO,2018,20,0,0,0,0,,,,,,,,
ILLINOIS,2018,20,0,0,0,0,,,,,,,,
INDIANA,2018,20,0,0,0,0,,,,,,,,
IOWA,2018,20,0,0,0,0,,,,,,,,
KANSAS,2018,20,0,0,0,0,,,,,,,,
KENTUCKY,2018,20,6,0,6,0,,,,,,,,
LOUISIANA,2018,20,0,0,0,0,,,,,,,,
MAINE,2018,20,5,0,5,0,,,,,,,,
MARYLAND,2018,20,12,0,12,0,,,,,,,,
MASSACHUSETTS,2018,20,0,0,0,0,,,,,,,,
MICHIGAN,2018,20,1,0,1,0,,,,,,,,
MID. ATLANTIC,2018,20,42,3,39,0,,,,,,,,
MINNESOTA,2018,20,0,0,0,0,,,,,,,,
MISSISSIPPI,2018,20,1,0,1,0,,,,,,,,
MISSOURI,2018,20,9,0,9,0,,,,,,,,
MONTANA,2018,20,0,0,0,0,,,,,,,,
MOUNTAIN,2018,20,26,0,26,0,,,,,,,,
NEBRASKA,2018,20,2,0,2,0,,,,,,,,
NEVADA,2018,20,1,0,1,0,,,,,,,,
NEW ENGLAND,2018,20,5,0,5,0,,,,,,,,
NEW HAMPSHIRE,2018,20,0,0,0,0,,,,,,,,
NEW JERSEY,2018,20,0,0,0,0,,,,,,,,
NEW MEXICO,2018,20,0,0,0,0,,,,,,,,
NEW YORK,2018,20,26,2,24,0,,,,,,,,
NEW YORK CITY,2018,20,12,0,12,0,,,,,,,,
NORTH CAROLINA,2018,20,0,0,0,0,,,,,,,,
NORTH DAKOTA,2018,20,0,0,0,0,,,,,,,,
OHIO,2018,20,28,1,27,0,,,,,,,,
OKLAHOMA,2018,20,0,1,0,0,,,,,,,,
OREGON,2018,20,0,0,0,0,,,,,,,,
PACIFIC,2018,20,3,2,1,0,,,,,,,,
PENNSYLVANIA,2018,20,4,1,3,0,,,,,,,,
PUERTO RICO,2018,20,0,0,0,0,,,,,,,,
RHODE ISLAND,2018,20,0,0,0,0,,,,,,,,
S. ATLANTIC,2018,20,39,3,36,0,,,,,,,,
SOUTH CAROLINA,2018,20,9,0,9,0,,,,,,,,
SOUTH DAKOTA,2018,20,1,0,1,0,,,,,,,,
TENNESSEE,2018,20,0,0,0,0,,,,,,,,
TEXAS,2018,20,30,4,26,0,,,,,,,,
UNITED STATES,2018,20,197,14,183,0,,,,,,,,
UTAH,2018,20,1,0,1,0,,,,,,,,
VERMONT,2018,20,0,0,0,0,,,,,,,,
VIRGIN ISL.,2018,20,0,0,0,0,,,,,,,,
VIRGINIA,2018,20,0,0,0,0,,,,,,,,
W.N. CENTRAL,2018,20,12,0,12,0,,,,,,,,
W.S. CENTRAL,2018,20,30,5,25,0,,,,,,,,
